CRN,Subj,Crse,Sect,Part of Term,Session,Title,Prof,Day  Beg   End   Bldg Room  (Type),Campus,AddlInfo,Hrs,Max,MaxResv,LeftResv,Enr,Avail,WaitCap,WaitCount,WaitAvail,Room Cap
30747,CMS,04206, 1C,"Second Session ... 
31-MAY to 22-JUL",Online,"DIGITAL PRESENTATIONSThis course satisfies the Rowan Core requirement related toCMS 04205 Public Speaking.
","Popa, Clara Laura", ,Online,,3,24,0,0,9,15,0,0,0,
30748,CMS,04206, 2C,"Second Session ... 
31-MAY to 22-JUL",Online,"DIGITAL PRESENTATIONSThis course satisfies the Rowan Core requirement related toCMS 04205 Public Speaking.
","Easley, Monique M.", ,Online,,3,24,0,0,18,6,0,0,0,
30749,CMS,04206, 3C,"Module Six ... 
05-JUL to 29-AUG",Online,"DIGITAL PRESENTATIONSThis course satisfies the Rowan Core requirement related toCMS 04205 Public Speaking.
","Hart, Megan", ,Online,,3,24,0,0,7,17,0,0,0,
30750,CMS,04220, 1C,"Second Session ... 
31-MAY to 22-JUL",Online,INTERPERSONAL COMMUNICATION,"Marshall, Pamela Jean", ,Online,,3,24,0,0,3,21,0,0,0,
30751,CMS,04223, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,"SPORT COMM, CULTRE, AND IDENTIPlease note: this course was previously titled ""Intro to Sports Communication.""
","Harman, Katherine R", ,Online,,3,24,0,0,2,22,0,0,0,
30752,CMS,04250, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,COMMUNICATION THEORY,"Strasser, Daniel S", ,Online,,3,24,0,0,2,22,0,0,0,
30753,CMS,04355,  1,"Second Session ... 
31-MAY to 22-JUL",Day,COMM STUDIES INTERNSHIP I,"Brager, Karen Noel", ,Main,,3,0,0,0,0,0,0,0,0,
30755,CMS,04425,  1,"First Session ... 
16-MAY to 24-JUN",Day,ETHICAL ISSUES  IN HUMAN COMM,"Cypher, Joy M.",MTWR    1015 1215 VCTRIA 300 (Class),Main,,3,24,0,0,0,24,0,0,0,30
30815,CMS,04450,  1,"First Session ... 
16-MAY to 24-JUN",Day,"SEM IN COMM STUDIES-WIThis is a remote section with no in-person meetings.The class will meet synchronously during the scheduled timeusing video conferencing software.
","Coleman, Miles Clinton",MTWR    1230 1430   (Class),Off-campus,,3,10,0,0,7,3,0,0,0,
30814,CMS,04455, 1C,"Second Session ... 
31-MAY to 22-JUL",Online,SENIOR TRANSITION,"Feaster, John C", ,Online,,1,30,0,0,5,25,0,0,0,
30630,COMP,01111, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,COLLEGE COMPOSITION I,"Haruch, Amanda E", ,Online,,3,18,0,0,1,17,0,0,0,
30631,COMP,01112, 1C,"Second Session ... 
31-MAY to 22-JUL",Online,COLLEGE COMPOSITION II,"Fillenwarth, Gracemarie", ,Online,,3,20,0,0,4,16,0,0,0,
30632,COMP,01112, 2C,"Module Six ... 
05-JUL to 29-AUG",Online,COLLEGE COMPOSITION II,"Fisher, Michael R", ,Online,,3,20,0,0,0,20,0,0,0,
30633,COMP,01112, 3C,"Module Six ... 
05-JUL to 29-AUG",Online,COLLEGE COMPOSITION II,"DeRewal, Tiffany L", ,Online,,3,0,0,0,0,0,0,0,0,
30416,COUN,26509,  1,"First Session ... 
16-MAY to 24-JUN",Day,GROUP COUNSEL IN ED SETTNG,"Ieva, Kara Pauline",TR      1600 2000 JAMES 3110 (Class),Main,,3,12,0,0,7,5,0,0,0,30
30417,COUN,26525,  1,"First Session ... 
16-MAY to 24-JUN",Evening,MULTCULT COUN ADVCY ED STTNGS,"Wilson-Hill, Zalphia A",MW      1600 2000 JAMES 1146 (Class),Main,,3,12,0,0,12,0,0,0,0,30
30418,COUN,26605,  1,"Module Five ... 
10-MAY to 04-JUL",Day,"SPECIAL TOPICS IN COUN IN EDUDiagnosis in Educational SettingsCounseling in Educational Settings students only.
","Lu, Huan-Tang",M       1500 1800 JAMES 2104 (Class),Main,,2,0,0,0,1,-1,0,0,0,30
30559,CS,01104,  1,"Second Session ... 
31-MAY to 22-JUL",Evening,INTRO SCI PROGRAMNG-PYTHON,"Garron, Harold John",TWR     1800 2010 BUNCE 156 (Class),Main,,3,27,0,0,0,27,0,0,0,31
30554,CS,01104, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,INTRO SCI PROGRAMNG-JAVA,"Canela, Nicole", ,Online,,3,30,0,0,5,25,0,0,0,
30567,CS,01110, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,COMPUTING ENVIRONMENTS,"Lafferty, Melissa Lee", ,Online,,3,30,0,0,4,26,0,0,0,
30560,CS,01190, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,INTRO COMPUTER GAME MODELING,"Hoxworth, Ryan C.", ,Online,,3,30,0,0,3,27,0,0,0,
30555,CS,01210, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,INTRO COMP NTWRKS/DATA COMM,"Chu, Heng Yi M", ,Online,,3,30,0,0,3,27,0,0,0,
30571,CS,01295,  1,"Department Session Assist 1 ... 
27-JUN to 08-JUL",Day,SPECIAL TOPICS:JAVA REVIEW,"Chien, Chia C",MTWRF   1000 1300 JAMES 2113 (Class),Main,,2,27,0,0,0,27,0,0,0,28
30744,CS,02620, 1C,"Module Six ... 
05-JUL to 29-AUG",Evening,"DATA WAREHOUSING Class will be held at 121 Whittendale Drive, Moorestown, NJ 08057.
","Chu, Heng Yi M",TR      1630 1915   (Class),ASRC Fed Mission Solutions Eng,,3,0,0,0,0,0,0,0,0,
30564,CS,03500, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,FOUNDATIONS OF CYBERSECURITY,"Stinchcombe, Frederick George", ,Online,,3,30,0,0,1,29,0,0,0,
30568,CS,03506, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,CYBERSECURITY MGT/POLICY/RISK,"Tarabah, Sally", ,Online,,3,30,0,0,1,29,0,0,0,
30561,CS,04103,  1,"Module Five ... 
10-MAY to 04-JUL",Evening,COMPUTER SCI & PROGM,"Seedorf, Robert J",MTR     1800 2015 ROBSON 312 (Class),Main,,4,27,0,0,1,26,0,0,0,27
30572,CS,04113,  1,"Department Session Assist 2 ... 
23-MAY to 24-JUN",Day,INTRO OBJ-ORIENT PRGRMMNG,"Chien, Chia C",MTWRF   1000 1300 JAMES 2113 (Class),Main,,4,27,0,0,1,26,0,0,0,28
30573,CS,04114,  1,"Department Session Assist 3 ... 
20-JUN to 28-JUL",Day,OBJ-ORIENT PRGRM/DATA ABSTR,"Weissman, Stephen B",MTWRF   1000 1205 ROBSON 312 (Class),Main,,3,27,0,0,1,26,0,0,0,27
30569,CS,04210,  1,"Module Five ... 
10-MAY to 04-JUL",Day,ADV PROG WRKSHP:MATLAB,"Albarakati, Nouf Mubarak",MW      1330 1505 JAMES 2113 (Class),Main,,2,27,0,0,0,27,0,0,0,28
30556,CS,04222,  1,"Module Six ... 
05-JUL to 29-AUG",Day,DATA STRUCT/ALGORIM,"Safko, Gregory J",MTR     1300 1515 ROBSON 325 (Class),Main,,4,27,0,0,3,24,0,0,0,27
30563,CS,04225,  1,"Module Six ... 
05-JUL to 29-AUG",Evening,PRINCIPLES OF DATA STRUCTURES,"Escajadillo Munoa, Jose Isaac",MTR     1800 1940 JAMES 2113 (Class),Main,,3,27,0,0,0,27,0,0,0,28
30565,CS,04430,  1,"First Session ... 
16-MAY to 24-JUN",Evening,DATABASE SYS:THEORY & PROGM,"Chandrasekaran, Ganesh",TWR     1800 2010 ROBSON 325 (Class),Main,,3,27,0,0,6,21,0,0,0,27
30743,CS,04524, 1C,"Module Five ... 
10-MAY to 04-JUL",Evening,"AGILE SOFTWARE ENGINEERING Class will be held at 121 Whittendale Drive, Moorestown, NJ 08057.
",STAFF,TR      1630 1915   (Class),ASRC Fed Mission Solutions Eng,,3,0,0,0,0,0,0,0,0,
30623,CS,06470,  1,"Module Six ... 
05-JUL to 29-AUG",Evening,CYBER OPERATIONS,"DeFrangesco, Ralph Michael",MW      1800 2025 ROBSON 308 (Class),Main,,3,30,0,0,0,30,0,0,0,30
30566,CS,07210,  1,"Module Six ... 
05-JUL to 29-AUG",Day,FOUNDATIONS COMP SCI,"Fiedler, Frank",MTR     1000 1140 ROBSON 323 (Class),Main,,3,30,0,0,0,30,0,0,0,30
30562,CS,10310, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,INTRO TO WEB DEVELOPMENT,"Pullen, Marquise Neshawntay", ,Online,,3,30,0,0,2,28,0,0,0,
30741,CS,10338, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,SQL IN-DEPTH,STAFF, ,Online,,1,0,0,0,0,0,0,0,0,
30742,CS,10339, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,DATABASE MODELING AND DESIGN,"Quinn, Philip Scott", ,Online,,2,30,0,0,0,30,0,0,0,
30570,CS,10340,  1,"Module Five ... 
10-MAY to 04-JUL",Day,SYSTEMS ADMINISTRATION,"Singer, Steven",MW      1030 1300 ROBSON 325 (Class),Main,,3,27,0,0,0,27,0,0,0,27
30233,CURR,29590, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,CURRICULUM EVALUATION,"Morettini, Brianne Walsh", ,Online,,3,25,0,0,18,7,0,0,0,
30745,DA,02510, 1C,"Module Six ... 
05-JUL to 29-AUG",Evening,"VISUAL ANALYTICS Class will be held at 121 Whittendale Drive, Moorestown, NJ 08057.
","Sun, Bo",MW      1630 1915   (Class),ASRC Fed Mission Solutions Eng,,3,0,0,0,0,0,0,0,0,
30490,DI,68590,  1,"Second Session ... 
31-MAY to 22-JUL",Evening,APPLIED DIVERSITY AND INCL,STAFF,MW      1830 2100 HAWTHN 104 (Class),Main,,3,12,0,0,0,12,0,0,0,30
30051,DPEM,00101,  1,"First Session ... 
16-MAY to 24-JUN",Evening,INTRO TO EMG MGMT/HOMELAND SEC,STAFF,MTWR    1730 1930 LBRARY 126 (Class),Main,,3,35,0,0,0,35,0,0,0,40
30052,DPEM,00280,  1,"Third Session ... 
27-JUN to 05-AUG",Evening,GLOBAL CATASTROPHES,STAFF,MTWR    1730 1930 LBRARY 126 (Class),Main,,3,30,0,0,0,30,0,0,0,40
30831,DPEM,00689,  1,"Full Term ... 
09-MAY to 29-AUG",Day,THESIS: EMRG THRT RESP MGMT I,"Miller, DeMond S", ,Main,,3,5,0,0,0,5,0,0,0,
30832,DPEM,00699,  1,"Full Term ... 
09-MAY to 29-AUG",Day,THESIS:EMRGCY AND THRT MGMT II,"Miller, DeMond S", ,Main,,3,5,0,0,0,5,0,0,0,
30053,DPEM,43495,  1,"Second Session ... 
31-MAY to 22-JUL",Day,INTERN IN DIS PREP & EMERG MGT,"Clark, Len Elisha",R          ,Main,,3,15,0,0,3,12,0,0,0,
30781,ECE,09203, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,PRINC ELEC CIRCUIT ANALYSIS,STAFF, ,Online,,4,40,0,0,1,39,0,0,0,
30782,ECE,09205, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,PRINC/APPL OF ECE FOR NONMAJOR,STAFF, ,Online,,3,20,0,0,1,19,0,0,0,
30783,ECE,09243, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,COMPUTER ARCHITECTURE,STAFF, ,Online,,3,20,0,0,0,20,0,0,0,
30784,ECE,09311, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,ELECTRONICS I,STAFF, ,Online,,3,35,0,0,0,35,0,0,0,
30716,ECON,04101, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,INTRO ECON-MACROECON,"Trace, Diane M", ,Online,,3,30,0,0,2,28,0,0,0,
30717,ECON,04102, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,INTRO ECON-MICROECON,"Reaves, Natalie D.", ,Online,,3,30,0,0,3,27,0,0,0,
30718,ECON,04102, 2C,"Module Six ... 
05-JUL to 29-AUG",Online,INTRO ECON-MICROECON,"Reaves, Natalie D.", ,Online,,3,30,0,0,0,30,0,0,0,
30234,ECSE,10500, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,CHARAC YNG CHLDN DISABI & FMLY,"Edwards, Nicole Megan", ,Online,,3,15,0,0,11,4,0,0,0,
30431,EDAM,27505, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,SEL TOP:LITERATURE REVIEW,"Walpole, MaryBeth", ,Online,,3,15,0,0,9,6,0,0,0,
30434,EDAM,27505, 2C,"Module Five ... 
10-MAY to 04-JUL",Online,SEL TOP:LITERATURE REVIEW,"Walpole, MaryBeth", ,Online,,3,15,0,0,0,15,0,0,0,
30436,EDAM,27505, 3C,"Module Five ... 
10-MAY to 04-JUL",Online,SEL TOP:LITERATURE REVIEW,"Ferguson, Sarah Lynn", ,Online,,3,15,0,0,10,5,0,0,0,
30438,EDAM,27505, 4C,"Module Five ... 
10-MAY to 04-JUL",Hybrid,"SEL TOP:LITERATURE REVIEWThere will be Tuesday face-to-face meetingsfrom 5PM to 10PM atPennsauken High School, Room 122.
","Mitani, Hajime",T       1700 2200   (Class),Pennsauken High School,,3,15,0,0,0,15,0,0,0,
30423,EDAM,27505, 5C,"Module Six ... 
05-JUL to 29-AUG",Online,SEL TOP:LEADER SCHOLAR COMM I,"Johnson, Ane Turner", ,Online,,3,15,0,0,3,12,0,0,0,
30425,EDAM,27505, 6C,"Module Six ... 
05-JUL to 29-AUG",Online,SEL TOP:LEADER SCHOLAR COMM I,"Kerrigan, Monica Reid", ,Online,,3,15,0,0,3,12,0,0,0,
30427,EDAM,27505, 7C,"Module Six ... 
05-JUL to 29-AUG",Online,SEL TOP:LEADER SCHOLAR COMM I,"Sam, Cecile Huynh", ,Online,,3,15,0,0,8,7,0,0,0,
30429,EDAM,27505, 8C,"Module Six ... 
05-JUL to 29-AUG",Hybrid,"SEL TOP:LEADER SCHOLAR COMM IThere will be Tuesday face-to-face meetingsfrom 5PM to 10PM atPennsauken High School, Room 122.
",STAFF,T       1700 2200   (Class),Pennsauken High School,,3,15,0,0,0,15,0,0,0,
30466,EDAM,27505, 9C,"Module Six ... 
05-JUL to 29-AUG",Online,SEL TP:NATURE/FUNCTION HIGH ED,"Johnson, Ane Turner", ,Online,,3,15,0,0,1,14,0,0,0,
30420,EDAM,27510, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,CHANGE FOR SCHL IMPROVMNT,STAFF, ,Online,,3,20,0,0,7,13,0,0,0,
30421,EDAM,27510, 2C,"Module Six ... 
05-JUL to 29-AUG",Online,CHANGE FOR SCHL IMPROVMNT,STAFF, ,Online,,3,20,0,0,0,20,0,0,0,
30422,EDAM,27510, 3C,"Module Six ... 
05-JUL to 29-AUG",Online,CHANGE FOR SCHL IMPROVMNT,STAFF, ,Online,,3,20,0,0,0,20,0,0,0,
30424,EDAM,27559, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,LAW & ETHICS SCHL LDRSHP,"Sun, Qian", ,Online,,3,20,0,0,20,0,0,0,0,
30426,EDAM,27559, 2C,"Module Five ... 
10-MAY to 04-JUL",Online,LAW & ETHICS SCHL LDRSHP,"Sun, Qian", ,Online,,3,20,0,0,0,20,0,0,0,
30428,EDAM,27559, 3C,"Module Five ... 
10-MAY to 04-JUL",Online,LAW & ETHICS SCHL LDRSHP,STAFF, ,Online,,3,20,0,0,0,20,0,0,0,
30430,EDAM,27559, 4C,"Module Five ... 
10-MAY to 04-JUL",Online,LAW & ETHICS SCHL LDRSHP,STAFF, ,Online,,3,20,0,0,0,20,0,0,0,
30432,EDAM,27559, 5C,"Module Five ... 
10-MAY to 04-JUL",Online,LAW & ETHICS SCHL LDRSHP,STAFF, ,Online,,3,20,0,0,1,19,0,0,0,
30454,EDAM,27600, 1C,"16-Week Term ... 
10-MAY to 29-AUG",Online,PRACT/SEM ADMIN-SUPV I,"Lindenmuth, David", ,Online,,3,15,0,0,5,10,0,0,0,
30460,EDAM,27714, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,PLANNING AND NEGOTIATING,"Mitani, Hajime", ,Online,,3,15,0,0,9,6,0,0,0,
30462,EDAM,27735, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,PROMOT EFFECTIVE LEARNING,STAFF, ,Online,,3,15,0,0,11,4,0,0,0,
30457,EDAM,27741, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,CURRENT ISSUES HIGHER ED,STAFF, ,Online,,3,15,0,0,4,11,0,0,0,
30464,EDAM,27746, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,HIGHER ED GOVERNANCE,"McCombs, Tyrone", ,Online,,3,15,0,0,3,12,0,0,0,
30465,EDAM,27749, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,ISSUES SCHOOL GOVERNANCE,"Silverstein, Mark James", ,Online,,3,15,0,0,3,12,0,0,0,
30458,EDAM,27780, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,COMM COLL LDRSHP/GOVERNANCE,STAFF, ,Online,,3,15,0,0,2,13,0,0,0,
30459,EDAM,27782, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,AMERICAN COMMUNITY COLLEGE,STAFF, ,Online,,3,15,0,0,0,15,0,0,0,
30461,EDAM,27783, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,STU DEVELOP/ADULT LRNG THEORY,STAFF, ,Online,,3,15,0,0,4,11,0,0,0,
30727,EDPA,02320, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,INTRO PUBLIC ADMINISTRATION,"Gooch, Andrew", ,Online,,3,30,0,0,0,30,0,0,0,
30719,EDPA,02410, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,PUBLIC POLICY,"Knight-Finley, Misty", ,Online,,3,30,0,0,1,29,0,0,0,
30720,EDPA,02490, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,PUBLIC SER INTERNSHP,"Gougon, Danielle R", ,Online,,3,0,0,0,0,0,0,0,0,*
30721,EDPA,02490, 2C,"Module Six ... 
05-JUL to 29-AUG",Online,PUBLIC SER INTERNSHP,"Gougon, Danielle R", ,Online,,6,0,0,0,0,0,0,0,0,*
30441,EDST,24795, 1C,"16-Week Term ... 
10-MAY to 29-AUG",Day,DISSERTATION RESEARCH,"Coaxum, James", ,Main,,1,20,0,0,0,20,0,0,0,
30445,EDST,24795, 2C,"16-Week Term ... 
10-MAY to 29-AUG",Day,DISSERTATION RESEARCH,"Kerrigan, Monica Reid", ,Main,,1,20,0,0,0,20,0,0,0,
30446,EDST,24795, 3C,"16-Week Term ... 
10-MAY to 29-AUG",Day,DISSERTATION RESEARCH,"Manning, Jo Ann B", ,Main,,1,20,0,0,0,20,0,0,0,
30448,EDST,24795, 4C,"16-Week Term ... 
10-MAY to 29-AUG",Day,DISSERTATION RESEARCH,"Sam, Cecile Huynh", ,Main,,1,20,0,0,0,20,0,0,0,
30450,EDST,24795, 5C,"16-Week Term ... 
10-MAY to 29-AUG",Day,DISSERTATION RESEARCH,"Coaxum, James", ,Main,,1,20,0,0,0,20,0,0,0,
30451,EDST,24795, 6C,"16-Week Term ... 
10-MAY to 29-AUG",Day,DISSERTATION RESEARCH,"Walpole, MaryBeth", ,Main,,1,20,0,0,0,20,0,0,0,
30452,EDST,24795, 7C,"16-Week Term ... 
10-MAY to 29-AUG",Day,DISSERTATION RESEARCH,"Johnson, Ane Turner", ,Main,,1,20,0,0,0,20,0,0,0,
30453,EDST,24795, 8C,"16-Week Term ... 
10-MAY to 29-AUG",Day,DISSERTATION RESEARCH,"Thompson, Carol C", ,Main,,1,20,0,0,0,20,0,0,0,
30455,EDST,24795, 9C,"16-Week Term ... 
10-MAY to 29-AUG",Day,DISSERTATION RESEARCH,"Mitani, Hajime", ,Main,,1,20,0,0,0,20,0,0,0,
30774,EDST,27821, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,"INSTRUCTIONAL LEADERSHIPThis section for Summer 2022 new Ed.D. admits only.
",STAFF, ,Online,,3,15,0,0,0,15,0,0,0,
30775,EDST,27840, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,"HIST AND CONT OF AMERI HIGH EDThis section for Summer 2022 new Ed.D. admits only.
",STAFF, ,Online,,3,15,0,0,0,15,0,0,0,
30433,EDSU,28510, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,CURR DESGN & DEV FOR INSTR LDR,STAFF, ,Online,,3,20,0,0,15,5,0,0,0,
30435,EDSU,28510, 2C,"Module Five ... 
10-MAY to 04-JUL",Online,CURR DESGN & DEV FOR INSTR LDR,STAFF, ,Online,,3,20,0,0,5,15,0,0,0,
30437,EDSU,28510, 3C,"Module Five ... 
10-MAY to 04-JUL",Online,CURR DESGN & DEV FOR INSTR LDR,STAFF, ,Online,,3,20,0,0,0,20,0,0,0,
30439,EDSU,28510, 4C,"Module Five ... 
10-MAY to 04-JUL",Online,CURR DESGN & DEV FOR INSTR LDR,STAFF, ,Online,,3,20,0,0,0,20,0,0,0,
30440,EDSU,28510, 5C,"Module Five ... 
10-MAY to 04-JUL",Online,CURR DESGN & DEV FOR INSTR LDR,STAFF, ,Online,,3,20,0,0,0,20,0,0,0,
30442,EDSU,28510, 6C,"Module Five ... 
10-MAY to 04-JUL",Online,CURR DESGN & DEV FOR INSTR LDR,STAFF, ,Online,,3,20,0,0,0,20,0,0,0,
30443,EDSU,28523, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,BUILDING ORG CAPACITY,"Lindenmuth, David", ,Online,,3,15,0,0,8,7,0,0,0,
30444,EDSU,28523, 2C,"Module Six ... 
05-JUL to 29-AUG",Online,BUILDING ORG CAPACITY,STAFF, ,Online,,3,15,0,0,0,15,0,0,0,
30447,EDSU,28523, 3C,"Module Six ... 
05-JUL to 29-AUG",Online,BUILDING ORG CAPACITY,STAFF, ,Online,,3,15,0,0,0,15,0,0,0,
30449,EDSU,28523, 4C,"Module Six ... 
05-JUL to 29-AUG",Online,BUILDING ORG CAPACITY,STAFF, ,Online,,3,15,0,0,0,15,0,0,0,
30201,EDTC,33540, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,DEVEL ONLINE RESOURCE P-12 STU,"Kuo, Yu-Chun", ,Online,,3,25,0,0,4,21,0,0,0,
30202,EDTC,33600, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,SEM IN EDUCATIONAL TECHNOLOGY,"Kuo, Yu-Chun", ,Online,,3,25,0,0,0,25,0,0,0,
30780,EDUC,01270, 1C,"Second Session ... 
31-MAY to 22-JUL",Online,CREATE SUPPORT MID/HIGH SCH LR,STAFF, ,Online,,3,20,0,0,2,18,0,0,0,
30203,ELEM,02210,  1,"Module Five ... 
10-MAY to 04-JUL",Day,SEM:PRIN PEDAG INCLUSIVE CLASS,"Brant, Cathy Anne Rosenberg",TR      1100 1150 JAMES 3102 (Class),Main,,1,25,0,0,2,23,0,0,0,30
30827,EM,01501, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,ENGINEERING ECONOMICS,"Neyhart, Jeremy T", ,Online,,3,35,0,0,4,31,0,0,0,
30829,EM,01511, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,STRATEGIC RISK MANAGEMENT,"Sharara, Nasser", ,Online,,3,35,0,0,2,33,0,0,0,
30828,EM,01522, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,CONSTRUCTION SCHEDULING,"Tetteh, Edem", ,Online,,3,35,0,0,2,33,0,0,0,
30830,EM,01523, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,COST ENGINEERING,"Ahmed, Tariq", ,Online,,3,35,0,0,2,33,0,0,0,
30023,EMED,9082M,SU4,"RowanSOM Summer Fourth Year ... 
23-MAY to 19-JUN",Day,EMERGENCY MEDICINE,"Lee, James J
Shah, Bhumi B
", ,Stratford,,1,999,0,0,0,999,0,0,0,
30550,ENGL,02110,  1,"Second Session ... 
31-MAY to 22-JUL",Day,INTRO BRITISH LITERATURE,"Solomon, Christina A",MTWR    1230 1345 BUNCE 107 (Class),Main,,3,35,0,0,0,35,0,0,0,58
30547,ENGL,02113, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,INTRO U.S. LITERATURE,"Wilcoxson, Catherine A.", ,Online,,3,30,0,0,11,19,0,0,0,
30548,ENGL,02113, 2C,"Module Six ... 
05-JUL to 29-AUG",Online,INTRO U.S. LITERATURE,"Wilcoxson, Catherine A.", ,Online,,3,30,0,0,0,30,0,0,0,
30546,ENGL,02116,  1,"First Session ... 
16-MAY to 24-JUN",Day,INTRO GLOBAL LITS IN ENGLISH,"Crowley, Dustin J",MTWR    1230 1340 BUNCE 106 (Class),Main,,3,35,0,0,0,35,0,0,0,36
30552,ENGL,02231,  1,"Third Session ... 
27-JUN to 05-AUG",Day,WORLD MYTHOLOGIES,"Freind, William Joseph",MTWR    1000 1140 BUNCE 302 (Class),Main,,3,25,0,0,3,22,0,0,0,32
30545,ENGL,02313,  1,"First Session ... 
16-MAY to 24-JUN",Day,US LITERATURE I,"Plourde, Bruce A",MTWR    1000 1140 BUNCE 106 (Class),Main,,3,25,0,0,2,23,0,0,0,36
30551,ENGL,02315,  1,"Third Session ... 
27-JUN to 05-AUG",Day,US LITERATURE II,"Freind, William Joseph",MTWR    1230 1410 BUNCE 302 (Class),Main,,3,25,0,0,2,23,0,0,0,32
30553,ENGL,02530,  1,"Second Session ... 
31-MAY to 22-JUL",Evening,DVRS/EQUITY/INCL IN US LIT,"Hammond, Yvonne Michelle",MTWR    1700 1815 BUNCE 302 (Class),Main,,3,15,0,0,2,13,0,0,0,32
30549,ENGL,05301, 1C,"Second Session ... 
31-MAY to 22-JUL",Online,AMERICAN ENGLISH GRAMMAR,"Plourde, Bruce A", ,Online,,3,25,0,0,3,22,0,0,0,
30574,ENGR,01203,  1,"Second Session ... 
31-MAY to 22-JUL",Day,SOPHOMORE ENGR CLINIC PROJECT,STAFF,MTWR    1230 1615 ENGR 141 (Class),Main,,3,15,0,0,5,10,0,0,0,24
30487,ENGR,01271, 1C,"Module Five ... 
10-MAY to 04-JUL",Online,STATICS,"Ghasemi, Seyed Hooman", ,Online,,2,25,0,0,3,22,0,0,0,
30488,ENGR,01273,  1,"Module Six ... 
05-JUL to 29-AUG",Evening,STRENGTH OF MATERIALS,"Ghasemi, Seyed Hooman",MTWR    1800 2000 ENGR 321 (Class),Main,,3,25,0,0,0,25,0,0,0,40
30586,ENGR,01283,  1,"First Session ... 
16-MAY to 24-JUN",Day,MATERIALS SCI & MANUFACTUR,"Osta, Anu Ranjan",MTWR    1230 1430 ENGR 321 (Class),Main,,3,20,0,0,0,20,0,0,0,40
30587,ENGR,01291,  1,"First Session ... 
16-MAY to 24-JUN",Day,DYNAMICS,"Osta, Anu Ranjan",MTWR    1015 1145 ENGR 321 (Class),Main,,2,20,0,0,1,19,0,0,0,40
30591,ENGR,01303,  1,"First Session ... 
16-MAY to 24-JUN",Day,JUNIOR ENGINEERING CLINIC,"Zhang, Hong",MTWR    1230 1430 ROWAN 243 (Class),Main,,2,6,0,0,5,1,0,0,0,40
30590,ENGR,01391,  1,"First Session ... 
16-MAY to 24-JUN",Day,INDEP STUDY-J CLINIC,STAFF, ,Main,,2,0,0,0,0,0,0,0,0,
30819,ENT,06240,  1,"Module Six ... 
05-JUL to 29-AUG",Online,ENTREPRENEURSHIP/INNOVATION,"Correia Santos, Susana", ,Online,,3,35,0,0,6,29,0,0,0,
30524,ENT,06505, 1C,"Module Six ... 
05-JUL to 29-AUG",Online,ENTREPRENEURSHIP/INNOVATION,"Correia Santos, Susana", ,Online,,3,30,0,0,8,22,0,0,0,
30235,ESL,00011,  1,"ESL Session 1 ... 
09-MAY to 16-JUN",Day,ESL LEVEL 1 WRITING,STAFF,MTWR    0900 1015 RUCAB 505 (Class),Camden,,0,14,0,0,0,14,0,0,0,14
