CRN,Subj,Crse,Sect,Part of Term,Session,Title,Prof,Day  Beg   End   Bldg Room  (Type),Campus,AddlInfo,Hrs,Max,MaxResv,LeftResv,Enr,Avail,WaitCap,WaitCount,WaitAvail,Room Cap
42300,HPE,00240,  1,"Full Term ... 
06-SEP to 21-DEC",Day,MOTOR DEVELOP/MOTOR LEARNING,"Lepore-Stevens, Maria",MW      1230 1345 ESBY 111 (Class),Main,,3,20,0,0,0,20,0,0,0,32
42301,HPE,00252,  1,"Full Term ... 
06-SEP to 21-DEC",Online,FOUNDATIONS OF FITNESS,STAFF, ,Online,,3,20,0,0,0,20,0,0,0,
42302,HPE,00270,  1,"Full Term ... 
06-SEP to 21-DEC",Online,TECHNOLOGY IN HLTH & PHYS ED,"Lepore-Stevens, Maria", ,Online,,2,25,0,0,0,25,0,0,0,
42303,HPE,00270,  2,"Full Term ... 
06-SEP to 21-DEC",Online,TECHNOLOGY IN HLTH & PHYS ED,STAFF, ,Online,,2,25,0,0,0,25,0,0,0,
42306,HPE,00286,  1,"Full Term ... 
06-SEP to 21-DEC",Day,FOUNDATIONS OF TEACHING HPE,"Beale-Tawfeeq, Angela K","TR      0930 1045 JAMES 2103 (Class)
R       0800 1345   (Field)",Main,,3,20,0,0,0,20,0,0,0,30
42307,HPE,00286,  2,"Full Term ... 
06-SEP to 21-DEC",Day,FOUNDATIONS OF TEACHING HPE,"Beale-Tawfeeq, Angela K","TR      1230 1345 JAMES 2103 (Class)
R       0800 1345   (Field)",Main,,3,20,0,0,0,20,0,0,0,30
42308,HPE,00310,  1,"Full Term ... 
06-SEP to 21-DEC",Day,TCHG CONCEPT SEC PHYS ED I,"Dixon, Cory Elijah",TR      1400 1515 ESBY 111 (Class),Main,,3,25,0,0,0,25,0,0,0,32
42309,HPE,00316,  1,"Full Term ... 
06-SEP to 21-DEC",Day,TCHG CONCEPTS DANCE IN PHYS ED,STAFF,MW      0800 0915 ESBY 111 (Class),Main,,3,25,0,0,0,25,0,0,0,32
42310,HPE,00320,  1,"Full Term ... 
06-SEP to 21-DEC",Day,TCHG CONCEPT SEC PHYS ED II,"Dixon, Cory Elijah",TR      1230 1345 ESBY 111 (Class),Main,,3,25,0,0,0,25,0,0,0,32
42311,HPE,00325,  1,"Full Term ... 
06-SEP to 21-DEC",Day,TCHG CONCEPTS HLTH EDUC I,STAFF,MW      1400 1515 JAMES 2103 (Class),Main,,3,25,0,0,0,25,0,0,0,30
42312,HPE,00326,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,TCHG CONCEPTS HLTH EDUC II,STAFF,TR      1700 1815 JAMES 2103 (Class),Main,,3,25,0,0,0,25,0,0,0,30
42313,HPE,00336,  1,"Full Term ... 
06-SEP to 21-DEC",Day,TCHG CONCEPTS ELEM PHYS EDUC,STAFF,TR      0800 0915 ESBY 111 (Class),Main,,3,25,0,0,0,25,0,0,0,32
42314,HPE,00392,  1,"Full Term ... 
06-SEP to 21-DEC",Day,CLINICAL EXPER IN TEACHING HPE,"Height, Kristine A.","W       0800 1500   (Field)
W       1530 1645 JAMES 2103 (Class)",Main,,1,0,0,0,0,0,0,0,0,30
42315,HPE,00450,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,K-12 HLTH/PHYS ED CURR/INSTRUC,"Height, Kristine A.",MW      1700 1815 JAMES 2103 (Class),Main,,3,30,0,0,0,30,0,0,0,30
42317,HPE,00452,  1,"Full Term ... 
06-SEP to 21-DEC",Day,TCHG CONCEPTS ADAPTED PHYS ED,"Lepore-Stevens, Maria",TR      0930 1045 ESBY 111 (Class),Main,,3,20,0,0,0,20,0,0,0,32
42318,HPE,00452,  2,"Full Term ... 
06-SEP to 21-DEC",Day,TCHG CONCEPTS ADAPTED PHYS ED,"Lepore-Stevens, Maria",TR      1100 1215 ESBY 111 (Class),Main,,3,20,0,0,0,20,0,0,0,32
42319,HPE,00453,  1,"Full Term ... 
06-SEP to 21-DEC",Online,SCHOOL HEALTH PROG PLANNING,STAFF, ,Online,,2,24,0,0,0,24,0,0,0,
42321,HPE,00457,  1,"Module Two ... 
01-NOV to 26-DEC",Day,CLINICAL PRACTICE I:HPE ELEM,STAFF,MW      0800 1500   (Field),Off-campus,,1,0,0,0,0,0,0,0,0,
42322,HPE,00457,  2,"Module Two ... 
01-NOV to 26-DEC",Day,CLINICAL PRACTICE I:HPE ELEM,"Height, Kristine A.",MW      0800 1500   (Field),Off-campus,,1,0,0,0,0,0,0,0,0,
42323,HPE,00457,  3,"Module Two ... 
01-NOV to 26-DEC",Day,CLINICAL PRACTICE I:HPE ELEM,STAFF,MW      0800 1500   (Field),Off-campus,,1,0,0,0,0,0,0,0,0,
42324,HPE,00457,  4,"Module Two ... 
01-NOV to 26-DEC",Day,CLINICAL PRACTICE I:HPE ELEM,STAFF,MW      0800 1500   (Field),Off-campus,,1,0,0,0,0,0,0,0,0,
42325,HPE,00457,  5,"Module Two ... 
01-NOV to 26-DEC",Day,CLINICAL PRACTICE I:HPE ELEM,STAFF,MW      0800 1500   (Field),Off-campus,,1,0,0,0,0,0,0,0,0,
42327,HPE,00457,  6,"Module Two ... 
01-NOV to 26-DEC",Day,CLINICAL PRACTICE I:HPE ELEM,STAFF,MW      0800 1500   (Field),Off-campus,,1,0,0,0,0,0,0,0,0,
42328,HPE,00457,  7,"Module Two ... 
01-NOV to 26-DEC",Day,CLINICAL PRACTICE I:HPE ELEM,STAFF,MW      0800 1500   (Field),Off-campus,,1,0,0,0,0,0,0,0,0,
42329,HPE,00457,  8,"Module Two ... 
01-NOV to 26-DEC",Day,CLINICAL PRACTICE I:HPE ELEM,STAFF,MW      0800 1500   (Field),Off-campus,,1,0,0,0,0,0,0,0,0,
42331,HPE,00457,  9,"Module Two ... 
01-NOV to 26-DEC",Day,CLINICAL PRACTICE I:HPE ELEM,STAFF,MW      0800 1500   (Field),Off-campus,,1,0,0,0,0,0,0,0,0,
42333,HPE,00458,  1,"Module One ... 
06-SEP to 31-OCT",Day,CLINICAL PRACTICE I:HPE SECD,STAFF,MW      0800 1500   (Field),Off-campus,,1,0,0,0,0,0,0,0,0,
42334,HPE,00458,  2,"Module One ... 
06-SEP to 31-OCT",Day,CLINICAL PRACTICE I:HPE SECD,STAFF,MW      0800 1500   (Field),Off-campus,,1,0,0,0,0,0,0,0,0,
42335,HPE,00458,  3,"Module One ... 
06-SEP to 31-OCT",Day,CLINICAL PRACTICE I:HPE SECD,STAFF,MW      0800 1500   (Field),Off-campus,,1,0,0,0,0,0,0,0,0,
42336,HPE,00458,  4,"Module One ... 
06-SEP to 31-OCT",Day,CLINICAL PRACTICE I:HPE SECD,STAFF,MW      0800 1500   (Field),Off-campus,,1,0,0,0,0,0,0,0,0,
42337,HPE,00458,  5,"Module One ... 
06-SEP to 31-OCT",Day,CLINICAL PRACTICE I:HPE SECD,STAFF,MW      0800 1500   (Field),Off-campus,,1,0,0,0,0,0,0,0,0,
42338,HPE,00458,  6,"Module One ... 
06-SEP to 31-OCT",Day,CLINICAL PRACTICE I:HPE SECD,STAFF,MW      0800 1500   (Field),Off-campus,,1,0,0,0,0,0,0,0,0,
42340,HPE,00458,  7,"Module One ... 
06-SEP to 31-OCT",Day,CLINICAL PRACTICE I:HPE SECD,STAFF,MW      0800 1500   (Field),Off-campus,,1,0,0,0,0,0,0,0,0,
42341,HPE,00458,  8,"Module One ... 
06-SEP to 31-OCT",Day,CLINICAL PRACTICE I:HPE SECD,STAFF,MW      0800 1500   (Field),Off-campus,,1,0,0,0,0,0,0,0,0,
42342,HPE,00458,  9,"Module One ... 
06-SEP to 31-OCT",Day,CLINICAL PRACTICE I:HPE SECD,STAFF,MW      0800 1500   (Field),Off-campus,,1,0,0,0,0,0,0,0,0,
42344,HPE,00459,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,"ASSESSMENT SEMINAR IN HPENeeds room. 25.
",STAFF,T       1700 1840   (Class),Main,,2,0,0,0,0,0,0,0,0,
42349,HPE,00460,  1,"Module One ... 
06-SEP to 31-OCT",Day,CLINICAL PRACTICE II:HPE ELEM,STAFF,MTWRF   0800 1500   (Field),Off-campus,,4,0,0,0,0,0,0,0,0,
42350,HPE,00460,  2,"Module One ... 
06-SEP to 31-OCT",Day,CLINICAL PRACTICE II:HPE ELEM,STAFF,MTWRF   0800 1500   (Field),Off-campus,,4,0,0,0,0,0,0,0,0,
42351,HPE,00460,  3,"Module One ... 
06-SEP to 31-OCT",Day,CLINICAL PRACTICE II:HPE ELEM,STAFF,MTWRF   0800 1500   (Field),Off-campus,,4,0,0,0,0,0,0,0,0,
42353,HPE,00460,  4,"Module One ... 
06-SEP to 31-OCT",Day,CLINICAL PRACTICE II:HPE ELEM,STAFF,MTWRF   0800 1500   (Field),Off-campus,,4,0,0,0,0,0,0,0,0,
42354,HPE,00460,  5,"Module One ... 
06-SEP to 31-OCT",Day,CLINICAL PRACTICE II:HPE ELEM,STAFF,MTWRF   0800 1500   (Field),Off-campus,,4,0,0,0,0,0,0,0,0,
42355,HPE,00460,  6,"Module One ... 
06-SEP to 31-OCT",Day,CLINICAL PRACTICE II:HPE ELEM,STAFF,MTWRF   0800 1500   (Field),Off-campus,,4,0,0,0,0,0,0,0,0,
42356,HPE,00460,  7,"Module One ... 
06-SEP to 31-OCT",Day,CLINICAL PRACTICE II:HPE ELEM,STAFF,MTWRF   0800 1500   (Field),Off-campus,,4,0,0,0,0,0,0,0,0,
42357,HPE,00460,  8,"Module One ... 
06-SEP to 31-OCT",Day,CLINICAL PRACTICE II:HPE ELEM,STAFF,MTWRF   0800 1500   (Field),Off-campus,,4,0,0,0,0,0,0,0,0,
42358,HPE,00461,  1,"Module Two ... 
01-NOV to 26-DEC",Day,CLINICAL PRACTICE II:HPE SEC,STAFF,MTWRF   0800 1500   (Field),Off-campus,,4,25,0,0,0,25,0,0,0,
42359,HPE,00461,  2,"Module Two ... 
01-NOV to 26-DEC",Day,CLINICAL PRACTICE II:HPE SEC,STAFF,MTWRF   0800 1500   (Field),Off-campus,,4,25,0,0,0,25,0,0,0,
42360,HPE,00461,  3,"Module Two ... 
01-NOV to 26-DEC",Day,CLINICAL PRACTICE II:HPE SEC,STAFF,MTWRF   0800 1500   (Field),Off-campus,,4,25,0,0,0,25,0,0,0,
42361,HPE,00461,  4,"Module Two ... 
01-NOV to 26-DEC",Day,CLINICAL PRACTICE II:HPE SEC,STAFF,MTWRF   0800 1500   (Field),Off-campus,,4,25,0,0,0,25,0,0,0,
42362,HPE,00461,  5,"Module Two ... 
01-NOV to 26-DEC",Day,CLINICAL PRACTICE II:HPE SEC,STAFF,MTWRF   0800 1500   (Field),Off-campus,,4,25,0,0,0,25,0,0,0,
42363,HPE,00461,  6,"Module Two ... 
01-NOV to 26-DEC",Day,CLINICAL PRACTICE II:HPE SEC,STAFF,MTWRF   0800 1500   (Field),Off-campus,,4,25,0,0,0,25,0,0,0,
42364,HPE,00461,  7,"Module Two ... 
01-NOV to 26-DEC",Day,CLINICAL PRACTICE II:HPE SEC,STAFF,MTWRF   0800 1500   (Field),Off-campus,,4,25,0,0,0,25,0,0,0,
42365,HPE,00461,  8,"Module Two ... 
01-NOV to 26-DEC",Day,CLINICAL PRACTICE II:HPE SEC,STAFF,MTWRF   0800 1500   (Field),Off-campus,,4,25,0,0,0,25,0,0,0,
42366,HPE,00465,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,PROFESSIONAL SEMINAR IN HPE,"Height, Kristine A.",T       1845 1945 JAMES 2103 (Class),Main,,1,25,0,0,0,25,0,0,0,30
42368,HPE,00552,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,"CURR & ASSES IN ADAPT PHYS ACTNeeds room. 20.
","Lepore-Stevens, Maria",M       1700 1930   (Class),Main,,3,0,0,0,0,0,0,0,0,
42367,HPE,02210,  1,"Full Term ... 
06-SEP to 21-DEC",Day,INTRO TO HEALTH & PHYSICAL ED,"Lepore-Stevens, Maria",W       1100 1215 JAMES 2103 (Class),Main,,1,25,0,0,0,25,0,0,0,30
40448,HPW,00340,  1,"Full Term ... 
06-SEP to 21-DEC",Online,PROG PLAN/LEAD HTHL PRO/WELLNE,"Bender, Dana E.", ,Online,,3,30,0,0,0,30,0,0,0,
40449,HPW,00340,  2,"Full Term ... 
06-SEP to 21-DEC",Online,PROG PLAN/LEAD HTHL PRO/WELLNE,"Bender, Dana E.", ,Online,,3,30,0,0,0,30,0,0,0,
40437,HPW,00350,  1,"Full Term ... 
06-SEP to 21-DEC",Day,HEALTH BEHAVIOR THEORY/COUNSEL,"Spencer, Leslie S.","F       1100 1215 JAMES 1019 (Class)
F       1230 1345 JAMES 1019 (Class)",Main,,3,30,0,0,0,30,0,0,0,36
40438,HPW,00350,  2,"Full Term ... 
06-SEP to 21-DEC",Day,HEALTH BEHAVIOR THEORY/COUNSEL,"Spencer, Leslie S.",MW      0800 0915 JAMES 1019 (Class),Main,,3,30,0,0,0,30,0,0,0,36
40439,HPW,00350,  3,"Full Term ... 
06-SEP to 21-DEC",Evening,HEALTH BEHAVIOR THEORY/COUNSEL,"Anderson, Darrin Wayne","T       2000 2115 JAMES 1146 (Class)
T       2130 2245 JAMES 1146 (Class)",Main,,3,30,0,0,0,30,0,0,0,30
40440,HPW,00351,  1,"Full Term ... 
06-SEP to 21-DEC",Day,WELLNESS COACHING SEMINAR,"Spencer, Leslie S.",F       0930 1045 JAMES 1053 (Class),Main,,1,20,0,0,0,20,0,0,0,30
40441,HPW,00360,  1,"Full Term ... 
06-SEP to 21-DEC",Online,FAC & PROG MGNT IN WELLNESS,"Przybylski, Kristen", ,Online,,3,30,0,0,0,30,0,0,0,
40442,HPW,00360,  2,"Full Term ... 
06-SEP to 21-DEC",Online,FAC & PROG MGNT IN WELLNESS,"Przybylski, Kristen", ,Online,,3,30,0,0,0,30,0,0,0,
40443,HPW,00430,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,PRAC IN HLTH PROMO & WELL MGMT,"Weaver, Robert R","T       1700 1815 JAMES 2097 (Class)
T       1830 1945 JAMES 2097 (Class)",Main,,3,0,0,0,0,0,0,0,0,30
41826,HRM,06302,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,MGMT OF HUMAN RESOURCES,"Casper, W Camron","T       1830 1945 BUSN 221 (Class)
T       2000 2115 BUSN 221 (Class)",Main,,3,32,0,0,0,32,8,0,8,40
41827,HRM,06302,  2,"Full Term ... 
06-SEP to 21-DEC",Online,MGMT OF HUMAN RESOURCES,"Casper, W Camron", ,Online,,3,32,0,0,0,32,8,0,8,
41906,HRM,06315,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,RECRUITMENT AND SELECTION,"Casper, W Camron","W       1830 1945 BUSN 221 (Class)
W       2000 2115 BUSN 221 (Class)",Main,,3,32,0,0,0,32,8,0,8,40
41908,HRM,06420,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,PRIN TRAIN/TRAIN MGT,STAFF,"T       1830 1945 BUSN 225 (Class)
T       2000 2115 BUSN 225 (Class)",Main,,3,32,0,0,0,32,8,0,8,40
41912,HRM,06425,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,MGMT OF COMPENSATION,STAFF,"M       1830 1945 BUSN 221 (Class)
M       2000 2115 BUSN 221 (Class)",Main,,3,32,0,0,0,32,8,0,8,40
42168,HRM,06677, 1C,"Module One ... 
06-SEP to 31-OCT",Online,PEOPLE ANALYTICS,"Rudin, Joel P.", ,Online,,3,30,0,0,0,30,0,0,0,
41914,HRM,16401,  1,"Full Term ... 
06-SEP to 21-DEC",Day,LABOR/EMPLOYEE RELATIONS,"Rudin, Joel P.",TR      1230 1345 BUSN 221 (Class),Main,,3,32,0,0,0,32,8,0,8,40
41917,HRM,98337,  1,"Full Term ... 
06-SEP to 21-DEC",Day,LEGAL ASPECTS HR MGT-WI,"Dominy, John R.",MW      0800 0915 BUSN 221 (Class),Main,,3,20,0,0,0,20,5,0,5,40
41919,HRM,98337,  2,"Full Term ... 
06-SEP to 21-DEC",Evening,"LEGAL ASPECTS HR MGT-WINeeds room. 20/5
",STAFF,"T       1830 1945   (Class)
T       2000 2115   (Class)",Main,,3,0,0,0,0,0,0,0,0,
44682,HSC,08200,  1,"Full Term ... 
06-SEP to 21-DEC",Day,DEVELOP HLTH & SCI LITERACY,"Reed, Amy R",MW      1400 1515 WILSON 207 (Class),Main,,3,24,0,0,0,24,0,0,0,28
43971,HSRV,01100,  1,"Full Term ... 
06-SEP to 21-DEC",Day,INTRO TO HUMAN SERVICES,STAFF,MW      1100 1215 BUSN 204 (Class),Main,,3,35,0,0,0,35,0,0,0,40
43972,HSRV,01100,  2,"Full Term ... 
06-SEP to 21-DEC",Online,INTRO TO HUMAN SERVICES,STAFF, ,Online,,3,35,0,0,0,35,0,0,0,
43965,HSRV,01320,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,APPLIED ETHICS IN HUMAN SVC,"Higginbotham, Helen Lenora","T       1830 1945 RUCAB 336 (Class)
T       2000 2115 RUCAB 336 (Class)",Camden,,3,24,0,0,0,24,0,0,0,24
43966,HSRV,01320,  2,"Full Term ... 
06-SEP to 21-DEC",Evening,APPLIED ETHICS IN HUMAN SVC,"Higginbotham, Helen Lenora","W       1830 1945 RUCAB 336 (Class)
W       2000 2115 RUCAB 336 (Class)",Camden,,3,24,0,0,0,24,0,0,0,24
43967,HSRV,01411,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,FLD EXPR HUMAN SRVCS II,"Ivy, Jalyssa C.","W       1830 1945 RUCAB 111 (Class)
W       2000 2115 RUCAB 111 (Class)",Camden,,3,17,0,0,0,17,0,0,0,27*
43968,HSRV,01412,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,FLD EXPR HUMAN SRVCS III,"Ivy, Jalyssa C.","W       1830 1945 RUCAB 111 (Class)
W       2000 2115 RUCAB 111 (Class)",Camden,,3,10,0,0,0,10,0,0,0,27*
43960,HSRV,08310,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,RESEARCH METHD HUMAN SERVICES,"Rizor, Erin K","M       1830 1945 RUCAB 336 (Class)
M       2000 2115 RUCAB 336 (Class)",Camden,,3,20,0,0,0,20,0,0,0,24
43962,HSRV,08310,  2,"Full Term ... 
06-SEP to 21-DEC",Evening,RESEARCH METHD HUMAN SERVICES,STAFF,"R       1830 1945 RUCAB 111 (Class)
R       2000 2115 RUCAB 111 (Class)",Camden,,3,15,0,0,0,15,0,0,0,27*
42126,INCL,02200,  1,"Full Term ... 
06-SEP to 21-DEC",Online,CNTXT EDUC INCLUSIVE CLSRM,STAFF, ,Online,,3,25,0,0,0,25,0,0,0,
42127,INCL,02200,  2,"Full Term ... 
06-SEP to 21-DEC",Online,CNTXT EDUC INCLUSIVE CLSRM,STAFF, ,Online,,3,25,0,0,0,25,0,0,0,
42129,INCL,02200,  3,"Full Term ... 
06-SEP to 21-DEC",Online,CNTXT EDUC INCLUSIVE CLSRM,STAFF, ,Online,,3,25,0,0,0,25,0,0,0,
42130,INCL,02210,  1,"Full Term ... 
06-SEP to 21-DEC",Online,PRIN/PEDAGO INCLUSIVE CLASSROO,STAFF, ,Online,,2,25,0,0,0,25,0,0,0,
42131,INCL,02210,  2,"Full Term ... 
06-SEP to 21-DEC",Online,PRIN/PEDAGO INCLUSIVE CLASSROO,STAFF, ,Online,,2,25,0,0,0,25,0,0,0,
42133,INCL,02210,  3,"Full Term ... 
06-SEP to 21-DEC",Online,PRIN/PEDAGO INCLUSIVE CLASSROO,STAFF, ,Online,,2,25,0,0,0,25,0,0,0,
42134,INCL,02210,  4,"Full Term ... 
06-SEP to 21-DEC",Online,PRIN/PEDAGO INCLUSIVE CLASSROO,STAFF, ,Online,,2,25,0,0,0,25,0,0,0,
42136,INCL,02210,  5,"Full Term ... 
06-SEP to 21-DEC",Online,PRIN/PEDAGO INCLUSIVE CLASSROO,STAFF, ,Online,,2,25,0,0,0,25,0,0,0,
42138,INCL,02210,  6,"Full Term ... 
06-SEP to 21-DEC",Online,PRIN/PEDAGO INCLUSIVE CLASSROO,STAFF, ,Online,,2,25,0,0,0,25,0,0,0,
42139,INCL,02210,  7,"Full Term ... 
06-SEP to 21-DEC",Online,PRIN/PEDAGO INCLUSIVE CLASSROO,STAFF, ,Online,,2,25,0,0,0,25,0,0,0,
42169,INCL,02310,  1,"Full Term ... 
06-SEP to 21-DEC",Day,"STREAM 1: SOC STUDIES, ELA ARTMust take with INCL 02315 1.
",STAFF,T       0800 0940 JAMES 3099 (Class),Main,,2,0,0,0,0,0,0,0,0,30
42170,INCL,02310,  2,"Full Term ... 
06-SEP to 21-DEC",Day,"STREAM 1: SOC STUDIES, ELA ARTMust take with INCL 02315 2.
",STAFF,M       1100 1240 JAMES 3099 (Class),Main,,2,0,0,0,0,0,0,0,0,30
42171,INCL,02310,  3,"Full Term ... 
06-SEP to 21-DEC",Evening,"STREAM 1: SOC STUDIES, ELA ARTMust take with INCL 02315 3.
",STAFF,W       1700 1840 JAMES 3102 (Class),Main,,2,0,0,0,0,0,0,0,0,30
42174,INCL,02315,  1,"Full Term ... 
06-SEP to 21-DEC",Day,"STREAM  I CLINICAL EXPERIENCEMust take with INCL 02310 1.
",STAFF, ,Main,,1,0,0,0,0,0,0,0,0,
42175,INCL,02315,  2,"Full Term ... 
06-SEP to 21-DEC",Day,"STREAM  I CLINICAL EXPERIENCEMust take with INCL 02310 2.
",STAFF, ,Main,,1,0,0,0,0,0,0,0,0,
42176,INCL,02315,  3,"Full Term ... 
06-SEP to 21-DEC",Day,"STREAM  I CLINICAL EXPERIENCEMust take with INCL 02310 3.
",STAFF, ,Main,,1,0,0,0,0,0,0,0,0,
42189,INCL,02320,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,"STREAM II: STEM & HLTH INCLUSIMust take with INCL 02325 1 and any INCL 02335.
",STAFF,"T       1700 1815 JAMES 3102 (Class)
T       1830 1945 JAMES 3102 (Class)",Main,,3,0,0,0,0,0,0,0,0,30
42190,INCL,02320,  2,"Full Term ... 
06-SEP to 21-DEC",Day,"STREAM II: STEM & HLTH INCLUSIMust take with INCL 02325 2 and any INCL 02335.
",STAFF,"F       1100 1215 JAMES 3102 (Class)
F       1230 1345 JAMES 3102 (Class)",Main,,3,0,0,0,0,0,0,0,0,30
42191,INCL,02320,  3,"Full Term ... 
06-SEP to 21-DEC",Day,"STREAM II: STEM & HLTH INCLUSIMust take with INCL 02325 3 and any INCL 02335.
",STAFF,"W       1100 1215 JAMES 3102 (Class)
W       1230 1345 JAMES 3102 (Class)",Main,,3,0,0,0,0,0,0,0,0,30
42192,INCL,02320,  4,"Full Term ... 
06-SEP to 21-DEC",Day,"STREAM II: STEM & HLTH INCLUSIMust take with INCL 02325 4 and any INCL 02335.
",STAFF,"W       0800 0915 JAMES 3102 (Class)
W       0930 1045 JAMES 3102 (Class)",Main,,3,0,0,0,0,0,0,0,0,30
42193,INCL,02320,  5,"Full Term ... 
06-SEP to 21-DEC",Day,"STREAM II: STEM & HLTH INCLUSIMust take with INCL 02325 5 and any INCL 02335.
",STAFF,"F       0800 0915 JAMES 3102 (Class)
F       0930 1045 JAMES 3102 (Class)",Main,,3,0,0,0,0,0,0,0,0,30
42194,INCL,02320,  6,"Full Term ... 
06-SEP to 21-DEC",Evening,"STREAM II: STEM & HLTH INCLUSIMust take with INCL 02325 6 and any INCL 02335.
",STAFF,"R       1700 1815 JAMES 3102 (Class)
R       1830 1945 JAMES 3102 (Class)",Main,,3,0,0,0,0,0,0,0,0,30
42088,INCL,02324,  1,"Full Term ... 
06-SEP to 21-DEC",Hybrid,"ADV MATH METH FOR INCL CLASSFor Inclusive Ed Majors only.
",STAFF,"M       1700 1815 JAMES 3112 (Class)
M       1830 1945 JAMES 3112 (Class)",Main,,3,0,0,0,0,0,0,0,0,30
42089,INCL,02324, 1C,"Full Term ... 
06-SEP to 21-DEC",Hybrid,"ADV MATH METH FOR INCL CLASSFor Inclusive Ed Majors only.
",STAFF,"W       1100 1215   (Class)
W       1230 1345   (Class)",Rowan College at Burlington,,3,0,0,0,0,0,0,0,0,
42090,INCL,02324, 2C,"Full Term ... 
06-SEP to 21-DEC",Hybrid,"ADV MATH METH FOR INCL CLASSFor Inclusive Ed Majors only.
",STAFF,"W       1700 1815   (Class)
W       1830 1945   (Class)",RCSJ at Gloucester,,3,0,0,0,0,0,0,0,0,
42195,INCL,02325,  1,"Full Term ... 
06-SEP to 21-DEC",Evening,"MATH STRATEGY INCLUSIVE CLASSRMust take with INCL 02320 1 and any INCL 02335.
",STAFF,R       1700 1840 JAMES 3099 (Class),Main,,2,0,0,0,0,0,0,0,0,30
42196,INCL,02325,  2,"Full Term ... 
06-SEP to 21-DEC",Day,"MATH STRATEGY INCLUSIVE CLASSRMust take with INCL 02320 2 and any INCL 02335.
",STAFF,F       0800 0940 JAMES 3099 (Class),Main,,2,0,0,0,0,0,0,0,0,30
42197,INCL,02325,  3,"Full Term ... 
06-SEP to 21-DEC",Day,"MATH STRATEGY INCLUSIVE CLASSRMust take with INCL 02320 3 and any INCL 02335.
",STAFF,W       0800 0940 JAMES 3099 (Class),Main,,2,0,0,0,0,0,0,0,0,30
42198,INCL,02325,  4,"Full Term ... 
06-SEP to 21-DEC",Day,"MATH STRATEGY INCLUSIVE CLASSRMust take with INCL 02320 4 and any INCL 02335.
",STAFF,W       1100 1240 JAMES 3099 (Class),Main,,2,0,0,0,0,0,0,0,0,30
42199,INCL,02325,  5,"Full Term ... 
06-SEP to 21-DEC",Day,"MATH STRATEGY INCLUSIVE CLASSRMust take with INCL 02320 5 and any INCL 02335.
",STAFF,F       1100 1240 JAMES 3099 (Class),Main,,2,0,0,0,0,0,0,0,0,30
42200,INCL,02325,  6,"Full Term ... 
06-SEP to 21-DEC",Evening,"MATH STRATEGY INCLUSIVE CLASSRMust take with INCL 02320 6 and any INCL 02335.
",STAFF,T       1700 1840 JAMES 3099 (Class),Main,,2,0,0,0,0,0,0,0,0,30
42114,INCL,02330,  1,"Full Term ... 
06-SEP to 21-DEC",Day,"DIFFERENTIATED INST INCL CLSFor Inclusive Ed Majors only.Must take with INCL 02351 1.
",STAFF,M       1400 1540 JAMES 3102 (Class),Main,,2,0,0,0,0,0,0,0,0,30
42115,INCL,02330,  2,"Full Term ... 
06-SEP to 21-DEC",Day,"DIFFERENTIATED INST INCL CLSFor Inclusive Ed Majors only.Must take with INCL 02351 2.
",STAFF,R       1100 1240 JAMES 3102 (Class),Main,,2,0,0,0,0,0,0,0,0,30
42116,INCL,02330,  3,"Full Term ... 
06-SEP to 21-DEC",Day,DIFFERENTIATED INST INCL CLS,STAFF,T       1400 1540 JAMES 3102 (Class),Main,,2,0,0,0,0,0,0,0,0,30
42117,INCL,02330,  4,"Full Term ... 
06-SEP to 21-DEC",Day,DIFFERENTIATED INST INCL CLS,STAFF,W       1400 1540 JAMES 3102 (Class),Main,,2,0,0,0,0,0,0,0,0,30
42118,INCL,02330,  5,"Full Term ... 
06-SEP to 21-DEC",Evening,DIFFERENTIATED INST INCL CLS,STAFF,M       1700 1840 JAMES 3102 (Class),Main,,2,0,0,0,0,0,0,0,0,30
42184,INCL,02335,  1,"Full Term ... 
06-SEP to 21-DEC",Day,STREAM II CLINICAL EXPERIENCE,STAFF,MW      0800 1600   (Field),Off-campus,,1,0,0,0,0,0,0,0,0,
42185,INCL,02335,  2,"Full Term ... 
06-SEP to 21-DEC",Day,STREAM II CLINICAL EXPERIENCE,STAFF,TR      0800 1600   (Field),Off-campus,,1,0,0,0,0,0,0,0,0,
