CRN,Subj,Crse,Sect,Part of Term,Session,Title,Prof,Day  Beg   End   Bldg Room  (Type),Campus,AddlInfo,Hrs,Max,MaxResv,LeftResv,Enr,Avail,WaitCap,WaitCount,WaitAvail,Room Cap
26044,DI,68520,  2,"Module Three ... 
18-JAN to 14-MAR",Online,"TPCS IN DIVERSITY & INCLUSIONCartography
","Pollard, Christopher R", ,Online,,3,1,0,0,1,0,0,0,0,*
25727,DI,68590,  1,"Full Term ... 
18-JAN to 06-MAY",Day,APPLIED DIVERSITY AND INCL,"Hundley, James M", ,Main,,3,1,0,0,1,0,0,0,0,
23503,DPEM,00101,  1,"Full Term ... 
18-JAN to 06-MAY",Day,INTRO TO EMG MGMT/HOMELAND SEC,"Parker, Carlos Levelto",MW      1100 1215 BUSN 204 (Class),Main,,3,35,0,0,32,3,0,0,0,40
23505,DPEM,00101,  2,"Full Term ... 
18-JAN to 06-MAY",Day,INTRO TO EMG MGMT/HOMELAND SEC,"Parker, Carlos Levelto",MW      1230 1345 BUSN 204 (Class),Main,,3,35,0,0,20,15,0,0,0,40
23506,DPEM,00101,  3,"Full Term ... 
18-JAN to 06-MAY",Evening,INTRO TO EMG MGMT/HOMELAND SEC,STAFF,,Main,,3,0,0,0,0,0,0,0,0,
25210,DPEM,00101,  4,"Full Term ... 
18-JAN to 06-MAY",Day,"INTRO TO EMG MGMT/HOMELAND SEC This section is held off-site at: Camden City Police Department
",STAFF,,Off-site,,3,0,0,0,0,0,0,0,0,
23384,DPEM,00101, 1C,"Full Term ... 
18-JAN to 06-MAY",Evening,INTRO TO EMG MGMT/HOMELAND SEC,"Cavallaro, Kimberly A.","M       1830 1945 BCLAUR 210 (Class)
M       2000 2115 BCLAUR 210 (Class)",Rowan College at Burlington,,3,35,0,0,8,27,0,0,0,40
23423,DPEM,00280,  1,"Late Start Session ... 
31-JAN to 06-MAY",Evening,GLOBAL CATASTROPHES,"Luko, Timothy M","R       1830 1945 BUNCE 252 (Class)
R       2000 2130 BUNCE 252 (Class)",Main,,3,30,0,0,24,6,0,0,0,30
23500,DPEM,00280,  2,"Full Term ... 
18-JAN to 06-MAY",Evening,GLOBAL CATASTROPHES,STAFF,,Main,,3,0,0,0,0,0,0,0,0,
23393,DPEM,00310, 1C,"Full Term ... 
18-JAN to 06-MAY",Evening,CRIT INFRSTC EM & HOMLND SEC,"DeMaise, Christopher Michael","M       1830 1945 RUCAB 111 (Class)
M       2000 2115 RUCAB 111 (Class)",Camden,,3,22,0,0,25,-3,0,0,0,27
25675,DPEM,00370,  1,"Full Term ... 
18-JAN to 06-MAY",Evening,RSRCH DATA ANLYS EMERG MGT,"Carty, Kimberly S","R       1830 1945 RUCAB 309 (Class)
R       2000 2115 RUCAB 309 (Class)",Camden,,3,18,0,0,11,7,0,0,0,18
23394,DPEM,00391, 1C,"Full Term ... 
18-JAN to 06-MAY",Evening,NATURAL & TECH HAZ: MIT/RESPON,"Godish, Gregory M","M       1830 1945 RUCAB 137.1 (Class)
M       2000 2115 RUCAB 137.1 (Class)",Camden,,3,22,0,0,29,-7,0,0,0,95
23395,DPEM,00400, 1C,"Full Term ... 
18-JAN to 06-MAY",Evening,"DISASTER PLNG, MIT & RECOVERY","Mangeri, Anthony S","T       1830 1945 RUCAB 311 (Class)
T       2000 2115 RUCAB 311 (Class)",Camden,,3,22,0,0,28,-6,0,0,0,31
23396,DPEM,00410, 1C,"Full Term ... 
18-JAN to 06-MAY",Day,PUB LEADER IN CRISIS MGMT/COMM,"Luko, Timothy M","M       1530 1645 RUCAB 137.1 (Class)
M       1700 1815 RUCAB 137.1 (Class)",Camden,,3,22,0,0,31,-9,0,0,0,95
24075,DPEM,00442,  1,"Full Term ... 
18-JAN to 06-MAY",Evening,PB HLTH EMERG PREP/RSPNS,"Cavallaro, Kimberly A.","W       1830 1945 BUNCE 252 (Class)
W       2000 2115 BUNCE 252 (Class)",Main,,3,25,0,0,23,2,0,0,0,30*
25213,DPEM,00500,  1,"Full Term ... 
18-JAN to 06-MAY",Evening,CMPLX ORG THEORY EMERG SRV,"Clark, Len Elisha","T       1830 1945 RUCAB 511 (Class)
T       2000 2115 RUCAB 511 (Class)",Main,,3,15,0,0,12,3,0,0,0,18
25214,DPEM,00528,  1,"Full Term ... 
18-JAN to 06-MAY",Evening,RSRCH DSGN STAT PROG EVAL EM,"Mangeri, Anthony S","M       1830 1945 RUCAB 511 (Class)
M       2000 2115 RUCAB 511 (Class)",Camden,,3,15,0,0,11,4,0,0,0,18
26344,DPEM,00542,  1,"Full Term ... 
18-JAN to 06-MAY",Evening,PUBL HLTH EMRGCY PREP AND RESP,"Cavallaro, Kimberly A.","W       1830 1945 BUNCE 252 (Class)
W       2000 2115 BUNCE 252 (Class)",Main,,3,1,0,0,1,0,0,0,0,30*
25216,DPEM,00600,  1,"Full Term ... 
18-JAN to 06-MAY",Evening,PUB BUDGET FIN EMERG MANAGERS,"Godish, Gregory M","W       1830 1945 RUCAB 511 (Class)
W       2000 2115 RUCAB 511 (Class)",Camden,,3,15,0,0,12,3,0,0,0,18
25218,DPEM,00610,  1,"Full Term ... 
18-JAN to 06-MAY",Evening,ADV EXERCISE DSGN EVALUATION,"Gorman, Patrick","R       1830 1945 RUCAB 511 (Class)
R       2000 2115 RUCAB 511 (Class)",Camden,,3,15,0,0,6,9,0,0,0,18
26323,DPEM,00615,  1,"Full Term ... 
18-JAN to 06-MAY",Day,"MGT FIRST RESPOND ORGSSpecial Independent Study
","Miller, DeMond S", ,Camden,,3,1,0,0,1,0,0,0,0,
25220,DPEM,00651,  1,"Full Term ... 
18-JAN to 06-MAY",Weekend,FND OF GLBL THRT RSK AND RESPO,STAFF,,Main,,3,0,0,0,0,0,0,0,0,
25215,DPEM,00680,  1,"Full Term ... 
18-JAN to 06-MAY",Day,CAP EXP EMRGCY THRT RESP MGMT,"Luko, Timothy M", ,Camden,,3,15,0,0,3,12,0,0,0,
25217,DPEM,00689,  1,"Full Term ... 
18-JAN to 06-MAY",Day,THESIS: EMRG THRT RESP MGMT I,"Miller, DeMond S", ,Camden,,3,10,0,0,3,7,0,0,0,
25219,DPEM,00699,  1,"Full Term ... 
18-JAN to 06-MAY",Day,THESIS:EMRGCY AND THRT MGMT II,"Miller, DeMond S", ,Camden,,3,10,0,0,2,8,0,0,0,
23397,DPEM,43300, 1C,"Full Term ... 
18-JAN to 06-MAY",Evening,BIOTERRIORISM/WEAPONS MASS DES,"Lewandowski, Brad James","R       1830 1945 RUCAB 339 (Class)
R       2000 2115 RUCAB 339 (Class)",Camden,,3,22,0,0,12,10,0,0,0,24
23385,DPEM,43420, 1C,"Full Term ... 
18-JAN to 06-MAY",Evening,RISK ANALYS DIS PREP/HOME SEC,"Gorman, Patrick","T       1700 1815 BCLAUR 208 (Class)
T       1830 1945 BCLAUR 208 (Class)",Rowan College at Burlington,,3,25,0,0,10,15,0,0,0,30
23398,DPEM,43495, 1C,"Full Term ... 
18-JAN to 06-MAY",Day,INTERN IN DIS PREP & EMERG MGT,"Clark, Len Elisha", ,Camden,,3,25,0,0,20,5,0,0,0,
22991,ECE,09205,  1,"Full Term ... 
18-JAN to 06-MAY",Day,PRINC/APPL OF ECE FOR NONMAJOR,"Fifth, Adam
Pagliocca, Nicholas Grant
","MW      0800 0915 ENGR 339 (Class)
M       1700 1815 ENGR 338 (Class)
M       1830 1945 ENGR 338 (Class)",Main,,3,20,0,0,20,0,0,0,0,24
22993,ECE,09205,  2,"Full Term ... 
18-JAN to 06-MAY",Day,PRINC/APPL OF ECE FOR NONMAJOR,"Fifth, Adam
Pagliocca, Nicholas Grant
","MW      1230 1345 ENGR 341 (Class)
R       1700 1815 ENGR 340 (Class)
R       1830 1945 ENGR 340 (Class)",Main,,3,20,0,0,23,-3,0,0,0,24
22994,ECE,09241,  1,"Full Term ... 
18-JAN to 06-MAY",Day,INTRO TO DIGITAL SYSTEMS,"Tang, Ying
Trafford, Russell H
","W       1230 1345 ENGR 319 (Class)
W       1400 1515 ENGR 341 (Class)
W       1530 1645 ENGR 341 (Class)",Main,,2,20,0,0,19,1,0,0,0,24
22995,ECE,09241,  2,"Full Term ... 
18-JAN to 06-MAY",Day,INTRO TO DIGITAL SYSTEMS,"Tang, Ying
Trafford, Russell H
","M       1230 1345 ENGR 340 (Class)
T       1530 1645 ENGR 340 (Class)
T       1700 1815 ENGR 340 (Class)",Main,,2,20,0,0,12,8,0,0,0,24
22996,ECE,09241,  3,"Full Term ... 
18-JAN to 06-MAY",Day,INTRO TO DIGITAL SYSTEMS,"Tang, Ying
Trafford, Russell H
","M       1400 1515 ENGR 340 (Class)
M       1700 1815 ENGR 339 (Class)
M       1830 1945 ENGR 339 (Class)",Main,,2,20,0,0,14,6,0,0,0,24
22998,ECE,09241,  4,"Full Term ... 
18-JAN to 06-MAY",Day,INTRO TO DIGITAL SYSTEMS,"Tang, Ying
Trafford, Russell H
","M       1530 1645 ENGR 340 (Class)
W       1700 1815 ENGR 339 (Class)
W       1830 1945 ENGR 339 (Class)",Main,,2,20,0,0,7,13,0,0,0,24
23000,ECE,09243,  1,"Full Term ... 
18-JAN to 06-MAY",Day,COMPUTER ARCHITECTURE,"Chakraborty, Dwaipayan
Wilk, Patrick M.
","MW      0930 1045 ENGR 339 (Class)
T       0930 1045 ENGR 339 (Class)
T       1100 1215 ENGR 339 (Class)",Main,,3,20,0,0,22,-2,0,0,0,24
23001,ECE,09243,  2,"Full Term ... 
18-JAN to 06-MAY",Day,COMPUTER ARCHITECTURE,"Naher, Jannatun
Wilk, Patrick M.
","MW      1230 1345 ENGR 339 (Class)
T       1530 1645 ENGR 339 (Class)
T       1700 1815 ENGR 339 (Class)",Main,,3,20,0,0,20,0,0,0,0,24
23002,ECE,09243,  3,"Full Term ... 
18-JAN to 06-MAY",Day,COMPUTER ARCHITECTURE,"Naher, Jannatun
Wood, Scott Patrick
","MW      1400 1515 ENGR 339 (Class)
R       0930 1045 ENGR 339 (Class)
R       1100 1215 ENGR 339 (Class)",Main,,3,20,0,0,20,0,0,0,0,24
23003,ECE,09243,  4,"Full Term ... 
18-JAN to 06-MAY",Day,COMPUTER ARCHITECTURE,"Naher, Jannatun
Wood, Scott Patrick
","MW      1530 1645 ENGR 339 (Class)
R       1530 1645 ENGR 339 (Class)
R       1700 1815 ENGR 339 (Class)",Main,,3,20,0,0,16,4,0,0,0,24
23006,ECE,09311,  2,"Full Term ... 
18-JAN to 06-MAY",Day,ELECTRONICS I,"Fifth, Adam","MW      0930 1045 ENGR 338 (Class)
T       1530 1645 ENGR 338 (Class)
T       1700 1815 ENGR 338 (Class)",Main,,3,23,0,0,20,3,0,0,0,24
23007,ECE,09311,  3,"Full Term ... 
18-JAN to 06-MAY",Day,ELECTRONICS I,"Hanafi, Hussein I
Gemici, Mahmut
","MW      1230 1345 ENGR 338 (Class)
R       0930 1045 ENGR 338 (Class)
R       1100 1215 ENGR 338 (Class)",Main,,3,23,0,0,21,2,0,0,0,24
23008,ECE,09311,  4,"Full Term ... 
18-JAN to 06-MAY",Day,ELECTRONICS I,"Hanafi, Hussein I
Gemici, Mahmut
","MW      1400 1515 ENGR 338 (Class)
R       1530 1645 ENGR 338 (Class)
R       1700 1815 ENGR 338 (Class)",Main,,3,23,0,0,21,2,0,0,0,24
23009,ECE,09311,  5,"Full Term ... 
18-JAN to 06-MAY",Day,ELECTRONICS I,"Krchnavek, Robert R.
Gemici, Mahmut
","MW      1530 1645 ENGR 338 (Class)
T       0930 1045 ENGR 338 (Class)
T       1100 1215 ENGR 338 (Class)",Main,,3,23,0,0,20,3,0,0,0,24
23010,ECE,09321,  1,"Full Term ... 
18-JAN to 06-MAY",Day,SYSTEMS AND CONTROL I,"Li, Jie
Naddeo, Kyle Andrew
","MW      0800 0915 ENGR 340 (Class)
T       0930 1045 ENGR 340 (Class)
T       1100 1215 ENGR 340 (Class)",Main,,3,20,0,0,23,-3,0,0,0,24
23011,ECE,09321,  2,"Full Term ... 
18-JAN to 06-MAY",Day,SYSTEMS AND CONTROL I,"Rasool, Ghulam
Naddeo, Kyle Andrew
","MW      0930 1045 ENGR 340 (Class)
W       1530 1645 ENGR 340 (Class)
W       1700 1815 ENGR 340 (Class)",Main,,3,20,0,0,24,-4,0,0,0,24
23012,ECE,09321,  3,"Full Term ... 
18-JAN to 06-MAY",Day,SYSTEMS AND CONTROL I,"Ozdogan, Emrecan
Naddeo, Kyle Andrew
","TR      0800 0915 ENGR 340 (Class)
F       0800 0915 ENGR 340 (Class)
F       0930 1045 ENGR 340 (Class)",Main,,3,20,0,0,20,0,0,0,0,24
23013,ECE,09321,  4,"Full Term ... 
18-JAN to 06-MAY",Day,SYSTEMS AND CONTROL I,"Frolio, Katalin
Trafford, Russell H
","TR      1530 1645 ENGR 341 (Class)
F       1100 1215 ENGR 340 (Class)
F       1230 1345 ENGR 340 (Class)",Main,,3,20,0,0,24,-4,0,0,0,24
23014,ECE,09351,  1,"Full Term ... 
18-JAN to 06-MAY",Day,DIGITAL SIGNAL PROCESSING,"Pedersen, Richard N.","TR      0800 0915 ENGR 319 (Class)
W       0930 1045 ENGR 319 (Class)
W       1100 1215 ENGR 319 (Class)",Main,,3,30,0,0,31,-1,0,0,0,40
23015,ECE,09351,  2,"Full Term ... 
18-JAN to 06-MAY",Day,DIGITAL SIGNAL PROCESSING,"Umer, Muhammad
Dawson, Glenn Ran
","TR      0930 1045 ENGR 319 (Class)
W       1230 1345 ENGR 340 (Class)
W       1400 1515 ENGR 340 (Class)",Main,,3,20,0,0,22,-2,0,0,0,24
23016,ECE,09351,  3,"Full Term ... 
18-JAN to 06-MAY",Day,DIGITAL SIGNAL PROCESSING,"Ramachandran, Ravi Prakash
Dawson, Glenn Ran
","TR      1100 1215 ENGR 319 (Class)
F       0800 0915 ENGR 339 (Class)
F       0930 1045 ENGR 339 (Class)",Main,,3,20,0,0,17,3,0,0,0,24
23017,ECE,09351,  4,"Full Term ... 
18-JAN to 06-MAY",Day,DIGITAL SIGNAL PROCESSING,"Ramachandran, Ravi Prakash
Dawson, Glenn Ran
","TR      1530 1645 ENGR 319 (Class)
F       1100 1215 ENGR 339 (Class)
F       1230 1345 ENGR 339 (Class)",Main,,3,20,0,0,21,-1,0,0,0,24
23018,ECE,09363,  1,"Full Term ... 
18-JAN to 06-MAY",Day,"MODULES IN ECE New, topics based class
","Trafford, Russell H",M       0800 0911 ENGR 319 (Class),Main,,1,35,0,0,29,6,0,0,0,40
23019,ECE,09363,  2,"Full Term ... 
18-JAN to 06-MAY",Day,"MODULES IN ECE New, topics based class
","Trafford, Russell H",M       1100 1215 ENGR 319 (Class),Main,,1,35,0,0,40,-5,0,0,0,40
23020,ECE,09363,  3,"Full Term ... 
18-JAN to 06-MAY",Day,"MODULES IN ECE Legacy, Probability & Statistics-based Modules in ECE
","Carannante, Giuseppina",M       1100 1215 ENGR 338 (Class),Main,,1,20,0,0,16,4,0,0,0,24
23021,ECE,09402,  1,"Full Term ... 
18-JAN to 06-MAY",Evening,"TP ECE:COMPLEX DIGITAL SYS DES Complex Digital Systems Design
","Calhoun, David Mark.","M       1700 1815 ENGR 319 (Class)
M       1830 1945 ENGR 319 (Class)",Main,,3,30,0,0,28,2,0,0,0,40*
25639,ECE,09402,  2,"Full Term ... 
18-JAN to 06-MAY",Day,TOPICS IN ECE:IOT,"Bosak, Magdalena Kirlakovsky","F       0930 1045 ENGR 338 (Class)
F       1100 1215 ENGR 338 (Class)",Main,,3,18,0,0,17,1,0,0,0,24*
26281,ECE,09402,  3,"Full Term ... 
18-JAN to 06-MAY",Day,TP ECE:EDGE-BASED EMB SYS DES,"Trafford, Russell H","F       1530 1645 ENGR 319 (Class)
F       1700 1815 ENGR 319 (Class)",Main,,3,0,0,0,15,-15,0,0,0,40*
23024,ECE,09402,  4,"Full Term ... 
18-JAN to 06-MAY",Evening,TOPICS IN ELEC & COMP ENGN,STAFF,,Main,,3,0,0,0,0,0,0,0,0,*
23027,ECE,09402,  6,"Full Term ... 
18-JAN to 06-MAY",Day,TOPICS IN ELEC & COMP ENGN,STAFF,,Main,,3,0,0,0,0,0,0,0,0,*
23028,ECE,09402,  8,"Full Term ... 
18-JAN to 06-MAY",Day,TPS ECE:INTR MOD-BSD SYSTM ENG,STAFF,,Main,,3,30,0,0,0,30,0,0,0,
23029,ECE,09404,  1,"Full Term ... 
18-JAN to 06-MAY",Day,PRIN BIOMED SYSTEMS/DEVICES,STAFF,,Main,,3,0,0,0,0,0,0,0,0,
23030,ECE,09404,  2,"Full Term ... 
18-JAN to 06-MAY",Day,PRIN BIOMED SYSTEMS/DEVICES,STAFF,,Main,,3,0,0,0,0,0,0,0,0,
23031,ECE,09414,  1,"Full Term ... 
18-JAN to 06-MAY",Day,VERY LARGE SCALE INTEGRATION,"Hanafi, Hussein I
Angelini, Christopher Francis
","MW      0930 1045 ENGR 341 (Class)
W       1530 1645 ENGR 319 (Class)
W       1700 1815 ENGR 319 (Class)",Main,,3,20,0,0,9,11,0,0,0,24
23032,ECE,09425,  1,"Full Term ... 
18-JAN to 06-MAY",Evening,INTRO COMMAND AND CONTROL,"Schuck, Tod M","R       1700 1815 ENGR 319 (Class)
R       1830 1945 ENGR 319 (Class)",Main,,3,30,0,0,30,0,0,0,0,40*
23033,ECE,09426,  1,"Full Term ... 
18-JAN to 06-MAY",Evening,INTRO TO WEAPON SYSTEMS,"Bock, Gregory F","M       1700 1815 ENTPRZ 509 (Class)
M       1830 1945 ENTPRZ 509 (Class)",Main,,3,30,0,0,26,4,0,0,0,46*
25896,ECE,09427,  1,"Full Term ... 
18-JAN to 06-MAY",Day,INTRO TO MODEL BASED SYS ENG,"Roman, Mark J","F       0930 1045 ENGR 319 (Class)
F       1100 1215 ENGR 319 (Class)",Main,,3,25,0,0,18,7,0,0,0,40*
25556,ECE,09430,  1,"Full Term ... 
18-JAN to 06-MAY",Day,INTRO TO RF ELECTRONICS,"Krchnavek, Robert R.","F       1530 1645 ENGR 341 (Class)
F       1700 1815 ENGR 341 (Class)",Main,,3,20,0,0,18,2,0,0,0,24*
25552,ECE,09431,  1,"Full Term ... 
18-JAN to 06-MAY",Evening,INTRO TO OPTICAL FIBER COMM,"Wu, Ben","W       1700 1815 ENGR 341 (Class)
W       1830 1945 ENGR 341 (Class)",Main,,3,20,0,0,22,-2,0,0,0,24*
23034,ECE,09433,  1,"Full Term ... 
18-JAN to 06-MAY",Day,ELECTRICAL COMMUNIC SYSTEMS,"Wu, Ben
Shi, Taichu
","M       1100 1215 ENGR 341 (Class)
T       1700 1815 ENGR 341 (Class)
T       1830 1945 ENGR 341 (Class)
W       0800 0915 ENGR 341 (Class)",Main,,3,20,0,0,5,15,0,0,0,24
25555,ECE,09452,  1,"Full Term ... 
18-JAN to 06-MAY",Evening,INTRO DIGITAL IMAGE PROCESS,"Lecakes, George D.","T       1700 1815 ENGR 319 (Class)
T       1830 1945 ENGR 319 (Class)",Main,,3,30,0,0,26,4,0,0,0,40*
23035,ECE,09461,  1,"Full Term ... 
18-JAN to 06-MAY",Day,CLINIC CONSULT ELEC/COMP ENGR,"Polikar, Robi",M       1400 1515 ENGR 319 (Class),Main,,1,40,0,0,40,0,0,0,0,40
23036,ECE,09461,  2,"Full Term ... 
18-JAN to 06-MAY",Day,CLINIC CONSULT ELEC/COMP ENGR,"Polikar, Robi",M       1530 1645 ENGR 319 (Class),Main,,1,40,0,0,23,17,0,0,0,40
23037,ECE,09498,  1,"Full Term ... 
18-JAN to 06-MAY",Day,SEMINAR: ENG FRONTIERS,"Polikar, Robi",M       1230 1345 ENGR 319 (Class),Main,,1,40,0,0,38,2,0,0,0,40
23038,ECE,09498,  2,"Full Term ... 
18-JAN to 06-MAY",Day,SEMINAR: ENG FRONTIERS,STAFF,,Main,,1,0,0,0,0,0,0,0,0,
23039,ECE,09498,  3,"Full Term ... 
18-JAN to 06-MAY",Day,SEMINAR: ENG FRONTIERS,"Polikar, Robi",M       1100 1215 ENGR 339 (Class),Main,,1,24,0,0,24,0,0,0,0,24
23040,ECE,09504,  1,"Full Term ... 
18-JAN to 06-MAY",Evening,"ST ECE:ADV COMPL DIG SYS DESGN Complex Digital Systems Design
","Calhoun, David Mark.","M       1700 1815 ENGR 319 (Class)
M       1830 1945 ENGR 319 (Class)",Main,,3,5,0,0,6,-1,0,0,0,40*
25638,ECE,09504,  2,"Full Term ... 
18-JAN to 06-MAY",Day,ST ECE:IOT,"Bosak, Magdalena Kirlakovsky","F       0930 1045 ENGR 338 (Class)
F       1100 1215 ENGR 338 (Class)",Main,,3,5,0,0,4,1,0,0,0,24*
26282,ECE,09504,  3,"Full Term ... 
18-JAN to 06-MAY",Day,ST ECE:EDGE-BASED EMB SYS DES,"Trafford, Russell H","F       1530 1645 ENGR 319 (Class)
F       1700 1815 ENGR 319 (Class)",Main,,3,4,0,0,11,-7,0,0,0,40*
23043,ECE,09504,  4,"Full Term ... 
18-JAN to 06-MAY",Evening,"ST ECE:MACH LEARN AVIAT SYSTEMMachine Learning for Aviation Systems
","Bouaynaya, Nidhal", ,Main,,3,1,0,0,0,1,0,0,0,
23046,ECE,09504,  6,"Full Term ... 
18-JAN to 06-MAY",Day,ST ELEC & COMP ENGINEERING,STAFF,,Main,,3,0,0,0,0,0,0,0,0,*
23045,ECE,09504,  7,"Full Term ... 
18-JAN to 06-MAY",Day,ST ECE:RF ELECTRONICS,"Krchnavek, Robert R.","F       1530 1645 ENGR 341 (Class)
F       1700 1815 ENGR 341 (Class)",Main,,3,4,0,0,4,0,0,0,0,24*
23047,ECE,09504,  8,"Full Term ... 
18-JAN to 06-MAY",Day,ST ECE:MODEL-BASED SYSTEM ENGR,STAFF,,Main,,3,0,0,0,0,0,0,0,0,
23048,ECE,09525,  1,"Full Term ... 
18-JAN to 06-MAY",Evening,ADV COMMAND AND CONTROL,"Schuck, Tod M","R       1700 1815 ENGR 319 (Class)
R       1830 1945 ENGR 319 (Class)",Main,,3,5,0,0,1,4,0,0,0,40*
23049,ECE,09526,  1,"Full Term ... 
18-JAN to 06-MAY",Evening,ADVANCED WEAPON SYSTEMS,"Bock, Gregory F","M       1700 1815 ENTPRZ 509 (Class)
M       1830 1945 ENTPRZ 509 (Class)",Main,,3,10,0,0,1,9,0,0,0,46*
25897,ECE,09527,  1,"Full Term ... 
18-JAN to 06-MAY",Day,ADV MODEL BASED SYS ENGINEER,"Roman, Mark J","F       0930 1045 ENGR 319 (Class)
F       1100 1215 ENGR 319 (Class)",Main,,3,15,0,0,14,1,0,0,0,40*
25553,ECE,09531,  1,"Full Term ... 
18-JAN to 06-MAY",Evening,ADVANCED OPTICAL FIBER COMM,"Wu, Ben","W       1700 1815 ENGR 341 (Class)
W       1830 1945 ENGR 341 (Class)",Main,,3,3,0,0,1,2,0,0,0,24*
25554,ECE,09552,  1,"Full Term ... 
18-JAN to 06-MAY",Evening,DIGITAL IMAGE PROCESSING,"Lecakes, George D.","T       1700 1815 ENGR 319 (Class)
T       1830 1945 ENGR 319 (Class)",Main,,3,5,0,0,10,-5,0,0,0,40*
25643,ECE,09704,  1,"Full Term ... 
18-JAN to 06-MAY",Day,"SP TP:DYNAMIC MODELING Dynamic Modeling and Control of Electric Power Systems
","Li, Jie", ,Main,,3,1,0,0,1,0,0,0,0,
25644,ECE,09704,  2,"Full Term ... 
18-JAN to 06-MAY",Day,"SP TP:MODERN POWER SYSTEMS Modern Power Systems Operations and Economics
","Li, Jie", ,Main,,3,1,0,0,1,0,0,0,0,
25780,ECE,09704,  3,"Full Term ... 
18-JAN to 06-MAY",Day,"SP TP:INF GEO-MACHINE LEARNING Information Geometry in Machine Learning
","Bouaynaya, Nidhal", ,Main,,3,1,0,0,1,0,0,0,0,
25810,ECE,09704,  4,"Full Term ... 
18-JAN to 06-MAY",Day,SP TP:MEDICAL IMAGE PROCESSING,"Mandayam, Shreekanth A.", ,Main,,3,0,0,0,2,-2,0,0,0,
26036,ECE,09704,  5,"Full Term ... 
18-JAN to 06-MAY",Day,"SP TP:CYBER-PHYS SOC SYSTEMS Cyber-physical Social Systems
","Tang, Ying", ,Main,,3,1,0,0,1,0,0,0,0,
26299,ECE,09704,  6,"Full Term ... 
18-JAN to 06-MAY",Day,"SP TP:FREE SPACE OPTICAL COMMFree Space Optical Communication
","Wu, Ben", ,Main,,3,2,0,0,2,0,0,0,0,
22558,ECED,23211,  1,"Full Term ... 
18-JAN to 06-MAY",Evening,SEM:PRIN/PEDAGO INCLUSIV CLASS,"Minatee, Leslie Y",W       1700 1750 JAMES 3112 (Class),Main,,1,25,0,0,11,14,0,0,0,30
22559,ECED,23211,  2,"Full Term ... 
18-JAN to 06-MAY",Evening,SEM:PRIN/PEDAGO INCLUSIV CLASS,"Desesso, Nichole Yvette",T       1700 1750 JAMES 2100 (Class),Main,,1,25,0,0,8,17,0,0,0,30
22481,ECED,23220,  1,"Full Term ... 
18-JAN to 06-MAY",Evening,"CONTEMP CHILD IN FAMILY/COMM Must take with 22484 ECED 23320 1.
","Kalman, Nannette Frances","M       1700 1815 JAMES 3112 (Class)
M       1830 1945 JAMES 3112 (Class)
W       1230 1515   (Field)",Main,,3,0,0,0,8,-8,0,0,0,30
22475,ECED,23220,  2,"Full Term ... 
18-JAN to 06-MAY",Online,"CONTEMP CHILD IN FAMILY/COMM Must take with 22478 ECED 23320 2.
","Desesso, Nichole Yvette","T       1230 1515   (Field)
   ",Online,,3,0,0,0,9,-9,0,0,0,
22484,ECED,23320,  1,"Full Term ... 
18-JAN to 06-MAY",Online,"BUILDING BRAINS:COMP & RESIL Must take with 22481 ECED 23220 1.
","Wesley, Donielle M.","W       0800 1120   (Field)
   ",Online,,3,0,0,0,8,-8,0,0,0,
22478,ECED,23320,  2,"Full Term ... 
18-JAN to 06-MAY",Day,"BUILDING BRAINS:COMP & RESIL Must take with 22475 ECED 23220 2.
","Schultz, Karen-Joy","T       0800 1120   (Field)
R       1400 1515 JAMES 3112 (Class)
R       1530 1645 JAMES 3112 (Class)",Main,,3,0,0,0,8,-8,0,0,0,30
22561,ECED,23321,  1,"Full Term ... 
18-JAN to 06-MAY",Day,"EFF LRNG ENVT DIVERSE CHILDREN Must take with 22564 ECED 23322 1.
","Schultz, Karen-Joy","T       1100 1215 JAMES 3102 (Class)
T       1230 1345 JAMES 3102 (Class)
R       0800 1120   (Field)",Main,,3,0,0,0,19,-19,0,0,0,30
22562,ECED,23321,  2,"Full Term ... 
18-JAN to 06-MAY",Online,"EFF LRNG ENVT DIVERSE CHILDREN Must take with 22565 ECED 23322 2.
","Schultz, Karen-Joy","T       0800 1120   (Field)
   ",Online,,3,0,0,0,16,-16,0,0,0,
22564,ECED,23322,  1,"Full Term ... 
18-JAN to 06-MAY",Online,"INTEG/ADAPT CURRIC-MATH/SCI Must take with 22561 ECED 23321 1.
","Kye, Hannah A","R       1230 1515   (Field)
   ",Online,,3,0,0,0,18,-18,0,0,0,
22565,ECED,23322,  2,"Full Term ... 
18-JAN to 06-MAY",Day,"INTEG/ADAPT CURRIC-MATH/SCI Must take with 22562 ECED 23321 2.
","Kalman, Nannette Frances","T       1230 1515   (Field)
R       1100 1215 JAMES 3102 (Class)
R       1230 1345 JAMES 3102 (Class)",Main,,3,0,0,0,16,-16,0,0,0,30
22570,ECED,23430,  2,"Full Term ... 
18-JAN to 06-MAY",Hybrid,OBS/ASSESS/EVAL DIVERSE LRN,"Sykes-Ratliff, Johari A.","M       1100 1215 JAMES 3102 (Class)
M       1230 1345 JAMES 3102 (Class)",Main,,2,0,0,0,15,-15,0,0,0,30
